question	category
借款人跑了可以起诉担保人吗？	873
医疗纠纷处理流程怎么进行？	2515
什么是合同部分无效和全部无效？	2690
申请工伤认定需到哪个部门去申请？	563
交通事故被自己的车撞伤能否主张交强险赔偿?	677
医疗机构病历书写不规范要承担什么责任？	2418
交通事故伤残鉴定费是多少,谁来买单?	663
与年满16周岁不满18周岁的未成年人建立劳动关系，HR需要注意什么？	2647
生育津贴与产假工资 可同时拿吗?	457
我想问下，分居七八年算不算自动取消婚姻’，我也上了一次诉但是没有叛离	1861
不能约定试用期有几种情形？	290
可以申请保全对方配偶名下的财产吗？	833
怎么申请财产保全呢!我是不是需要先向法院起诉才能	828
结婚需要支付多少彩礼？	366
工伤认定申请材料有哪些？	160
工伤认定申请应该准备哪些材料?	725
单位违法解除员工的劳动合同，员工申请仲裁需要什么证据？	357
丧葬补助费属于遗产吗？	392
医生采用医疗方法未告知医疗风险，医院是否承担责任？	2373
汽车剐蹭	1652
法院判决书下了,老不执行怎么办?	1250
婚前一方父母全款购买的房子属于谁的？	51
工伤赔偿和养病期间工资问题怎么解决?	226
申请劳动仲裁一般要什么材料	153
开车撞了人,需要垫付医药费吗?	633
不服事故责任认定如何维权?	732
新员工入职后，什么时间为签订劳动合同的最佳时间？	523
员工怀孕期间被解雇了，还能不能领取生育津贴？	313
在法定节假日安排员工加班，但员工拒绝来上班怎么办？	512
单位要承担职员因工负伤后期需要治疗费用吗？	601
办理事实收养公证的好处有哪些？	1142
消费者申诉要向什么机构提出？	2058
单位不签劳动合同有什么法律责任?	433
做担保人被起诉了怎么办？	859
没有结婚证怎么给孩子上户口？	128
去哪里可以进行职业病诊断 ？	582
如何申请办理招标投标公证	988
医疗期员工在什么情况下可以解雇？	3557
离婚损害赔偿	1351
再婚怎么办结婚证 需要哪些证件	112
交警出具事故认定书的时限一般是多久	729
我未婚夫是离婚的他有前妻有两个孩子子，如果我们结婚后能生孩子么	124
孩子判给我的可能性是多少？	17
担保人不承担民事责任的情形都有哪些？	854
还能再把孩子的抚养权争取回来吗？	19
劳动法规定试用期内辞职要提前几天?	469
父母离婚孩子长大抚养父母	1238
请问，我被单位无故开除了，该怎么维权？	181
房屋面积误差纠纷如何处理? 	941
申请工伤认定有时间限制？	565
你好，我有婚姻问题想咨询你一下。	1606
离婚一般由哪个法院管辖	13
未婚先育有什么惩罚吗没有办理婚姻登记怀孕生孩子了有什么惩罚	1929
在离婚时，要如何分割公司的股份了？	72
自己辞职怎么领失业金？	326
我朋友开车撞死人了,付全责,要做多长时间牢	772
借条的内容应该包括什么？	891
收养人应具备哪些条件？	390
借款的利息可以预先从本金中扣除吗?	899
患者的义务具体有哪些？	2357
申请工伤走什么程序 	192
关于休产假公司不给发工资是对的吗？	507
谢谢	1882
强制加班	1527
我确实不想离婚，可以吗？	8
非全日制工的薪酬是怎么计算的？	499
税务登记证公证怎么办理？	1018
被继承人无子女、无配偶、无父母、遗产如何继承？	1279
如何规范离职手续,规避风险？	531
企业为员工解决了户口问题，可以和员工约定服务期和违约金吗？	537
婚后继承的房产是不是夫妻共同财产吗	59
公司需要帮实习生购买社保吗？	548
起诉离婚，去法院有什么程序？	92
继承过户费怎么算？	912
要怎么取证来追要加班费？	265
员工自愿不买社保出了工伤是怎么处理的?公司负全部责任吗?	489
交通事故赔偿诉讼需要准备哪些材料？	684
两种继承人以外的人可以分得适当的遗产 ？	403
被执行人在执行中转移财产，我该怎么办？	921
试用期转正签合同后才交社保？	550
爷爷去世孙子有继承权？	372
收养证	1442
投诉老板拖欠工资需要哪些证据资料？	137
如果欠条过期了，还能不能要回钱？	784
车辆被撞	695
公司经营困难员工的工资报酬怎么办？	500
同居多久算是合法夫妻	1933
什么是建筑物区分所有权？	2331
弃婴收养	1124
什么样的内部规章制度才是有效的 ？	449
退伍军人离婚财产怎么分割	75
申请病退需要什么条件？	266
个人停交社保要怎么办理？	321
申请强制执行需要提交哪些材料？	815
交通事故伤残鉴定费用谁承担？	1094
离婚后，婚后借款一方是否要偿还？	779
调薪	1790
不给我看孩子要怎么办？	18
如何办理售房委托手续	997
谁可以作为送养人?	1157
社区戒毒工作小组应当如何管理戒毒人员？	3371
摩托车撞我车后箱	695
没有法定继承人遗产怎么处理？	1279
离婚需要多长时间？	9
仲裁需要哪些材料和证件	153
买二手房时原业主欠缴的物业费如何处理？	2249
上班不让休班	148
单位在哪些情况下要给员工双倍的经济补偿？	1908
公司未经员工本人同意擅自调岗,我该怎么办	143
美容整形导致整形人死亡，家属可以怎么办？	2509
在校大学生实习工资一般是多少？	292
医生未尽告知义务不尊重患者知情权擅自切除脾脏，是否由医院担责？	2372
产品使用说明书应包含的内容有哪些？	2185
事实收养能办理收养登记吗	1131
律师	1895
不能强制执行的财产	916
单位如何调岗才是合法的？	545
职业病	1414
如何界定遗弃罪的情节恶劣？	1231
员工不能胜任工作，公司有权直接解雇？	458
婚内出轨过错方应承担赔偿责任	120
开发商不给办产权证，可不可以拒还银行贷款？	920
退款的流程是什么？	2148
伤残鉴定的内容有哪些？	1088
员工不胜任岗位能否随意调岗？	429
发生工伤后，跟单位达成的赔偿协议是有效的吗？可以不履行吗？	149
追索劳动报酬案件，工资台账的举证责任由谁承担？	3809
公司给职工任意调岗怎么办	143
离婚后的配偶可以继承财产吗？	358
车后溜	2020
婚前房子怎么分？	43
签订劳动合同的时候应该注意什么？	337
简直胡说	1887
怎样获得孩子扶养权	17
夫妻离婚后收养关系是否可解除?	1154
婚后一方借出去的钱离婚时怎么分割？	79
赡养协议效力是啥?	1236
如何进行劳动能力鉴定？	195
劳动争议诉讼时效	178
从事非全日制用工的劳动者可以与一个以上用人单位订立劳动合同吗?	3728
单位不给我安排年休假该怎么办？	277
非婚生子女是否有合法的继承权？	327
分居满两年婚姻关系就自动解除了吗	90
赡养费的内容包括哪些呢？	1261
取保候审的保证金一般是多少	767
子女放弃遗产继承权 可以不再给赡养费吗	1237
自己辞职能享受失业保险吗？	326
安置帮教的对象是什么？	3173
患者如何起诉？	2520
我撞车了	1580
法律支持青春损失费吗?	1051
外国人在中国如何收养子女,涉外收养登记应提交的材料？	1134
业主能在小区里养鸡鸭鹅吗？	2315
交通法规处罚有哪些	745
交通事故逃逸一般怎么处理	755
发生新生儿事故会怎么办？	2463
房子是婚前买的·，该怎么分？	43
职工在军队服役期间负伤致残,到用人单位后旧伤复发的属于工伤吗？	586
夫妻分居期间丈夫借了钱 妻子有义务一起还吗?	86
道路交通事故纠纷中哪些人可以被列为被告?	643
伤残鉴定要什么材料	660
竞业协议	1354
办理公证需要的材料	2026
协议离婚应该注意哪些事项？	104
根据我国《收养法》的规定,可以作为送养人的有	1157
不赡养父母构成犯罪吗？	1229
怎样办理异地离婚	94
单位辞退了我，我可以要求补偿吗？	224
美容手术没有达到心理预期，整形人可不可以不付钱？	2510
失信被执行人可以报名参加法考吗？	3266
在父母再婚的情况下,子女能拒绝履行赡养义务吗	1238
做工伤认定要去哪里?	722
合同未到期，我可以辞职吗？	232
以判决的方式离婚，再婚时需要携带带判决吗？	125
在有第一顺序继承人继承的情况下第二顺序继承人能否参与继承？	297
怀孕四月的我正式被公司解雇怎么维权？	216
中国可以领结婚证吗?针对同性恋	130
员工不能胜任工作，公司能否单方调薪？	3142
做伤残鉴定需要些什么东西	660
签订领养协议的时候要注意什么？	1219
物业公司经营公共部分需要走哪些程序？	2101
发生手术后遗症属于医疗事故吗？	2459
诉讼费会交多少？	2524
发生交通事故后该不该个人垫付医药费的解释	633
怎样申请财产保全？	828
员工由于涉嫌犯罪被刑事拘留，最终因情节轻微检察机关作出不起诉决定，公司能否解除合同？	3129
离婚在哪里起诉	13
外国人收养中国小孩需要哪些条件,收养程序如何?	1158
自己申请工伤认定需要准备哪些材料	725
断绝父子关系是否还要承担赡养义务？	1232
离婚协议签了就有效吗?	116
医疗机构没有尽到转诊义务导致事故发生，医院该不该承担责任？	2398
什么是一次性伤残就业补助金	413
事实收养，收养人办理收养公证要什么材料?	1140
我想问下	1926
员工聚餐后遇车祸受伤算不算工伤	703
业主能不能以没参加业主大会会议为由要求撤销该会议的决议？	2112
在救灾时受了重伤，算不算工伤？	170
患者因医疗器械缺陷造成损害，谁来担责？	2394
合法行使“用工自主权”的调岗应符合哪些条件？	2736
不是我的孩子要不要给抚养费	22
